ensembl_gene_id	external_gene_name	gene_biotype	go_id	name_1006
WBGene00000214	asp-1	protein_coding	GO:0006508; GO:0004190	proteolysis; aspartic-type endopeptidase activity
WBGene00000215	asp-2	protein_coding	GO:0006508; GO:0004190	proteolysis; aspartic-type endopeptidase activity
WBGene00000216	asp-3	protein_coding	GO:0006508; GO:0004190	proteolysis; aspartic-type endopeptidase activity
WBGene00000217	asp-4	protein_coding	GO:0006508; GO:0004190	proteolysis; aspartic-type endopeptidase activity
WBGene00000218	asp-5	protein_coding	GO:0006508; GO:0004190	proteolysis; aspartic-type endopeptidase activity
WBGene00000219	asp-6	protein_coding	GO:0006508; GO:0004190	proteolysis; aspartic-type endopeptidase activity
WBGene00000220	atf-2	protein_coding	GO:0003677; GO:0006355; GO:0003700	DNA binding; regulation of DNA-templated transcription; DNA-binding transcription factor activity
WBGene00000221	atf-4	protein_coding	GO:0006355; GO:0003700	regulation of DNA-templated transcription; DNA-binding transcription factor activity
WBGene00000222	atf-6	protein_coding	GO:0006355; GO:0003700	regulation of DNA-templated transcription; DNA-binding transcription factor activity
WBGene00000223	atf-7	protein_coding	GO:0006355; GO:0003700	regulation of DNA-templated transcription; DNA-binding transcription factor activity
WBGene00000224	atgp-1	protein_coding	GO:0005975; 	carbohydrate metabolic process; 
WBGene00000225	atgp-2	protein_coding	GO:0005975; 	carbohydrate metabolic process; 
WBGene00000226	atl-1	protein_coding	GO:0005515	protein binding
WBGene00000227	atm-1	protein_coding	GO:0005515; GO:0004674; GO:0006281; GO:0016301; GO:0006974	protein binding; protein serine/threonine kinase activity; DNA repair; kinase activity; cellular response to DNA damage stimulus
WBGene00000228	atn-1	protein_coding	GO:0005515; GO:0005509	protein binding; calcium ion binding
WBGene00000229	atp-2	protein_coding	GO:0005524; GO:0046933; GO:0015986; GO:0045261; GO:1902600; GO:0016887; GO:0046034	ATP binding; proton-transporting ATP synthase activity, rotational mechanism; proton motive force-driven ATP synthesis; proton-transporting ATP synthase complex, catalytic core F(1); proton transmembrane transport; ATP hydrolysis activity; ATP metabolic process
WBGene00000230	atp-3	protein_coding	GO:0046933; GO:0015986	proton-transporting ATP synthase activity, rotational mechanism; proton motive force-driven ATP synthesis
WBGene00000231	atx-2	protein_coding	GO:0003723; 	RNA binding; 
WBGene00000232	avr-14	protein_coding	GO:0016020; GO:0004888; GO:0005216; GO:0006811; GO:0034220; GO:0005230	membrane; transmembrane signaling receptor activity; monoatomic ion channel activity; monoatomic ion transport; monoatomic ion transmembrane transport; extracellular ligand-gated monoatomic ion channel activity
WBGene00000233	avr-15	protein_coding	GO:0016020; GO:0004888; GO:0005216; GO:0006811; GO:0034220; GO:0005230	membrane; transmembrane signaling receptor activity; monoatomic ion channel activity; monoatomic ion transport; monoatomic ion transmembrane transport; extracellular ligand-gated monoatomic ion channel activity
WBGene00000235	baf-1	protein_coding	GO:0003677	DNA binding
WBGene00000236	bag-1	protein_coding	GO:0005515; GO:0051087	protein binding; chaperone binding
WBGene00000237	bam-2	protein_coding		
WBGene00000238	bar-1	protein_coding	GO:0005515; GO:0007155; GO:0045296	protein binding; cell adhesion; cadherin binding
WBGene00000239	bas-1	protein_coding	GO:0003824; GO:0030170; GO:0006520; GO:0019752; GO:0016830; GO:0016831	catalytic activity; pyridoxal phosphate binding; amino acid metabolic process; carboxylic acid metabolic process; carbon-carbon lyase activity; carboxy-lyase activity
WBGene00000240	pah-1	protein_coding	GO:0004497; GO:0005506; GO:0009072; GO:0006559; GO:0004505; GO:0016714	monooxygenase activity; iron ion binding; aromatic amino acid metabolic process; L-phenylalanine catabolic process; phenylalanine 4-monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen
WBGene00000241	bbs-1	protein_coding	GO:0034464; GO:1905515	BBSome; non-motile cilium assembly
WBGene00000242	bbs-2	protein_coding	GO:0005515; GO:0034464; GO:1905515	protein binding; BBSome; non-motile cilium assembly
WBGene00000244	bbs-8	protein_coding	GO:0005515; GO:0034464; GO:1905515	protein binding; BBSome; non-motile cilium assembly
WBGene00000245	bca-1	protein_coding	GO:0008270; GO:0004089	zinc ion binding; carbonate dehydratase activity
WBGene00000246	bcc-1	protein_coding	GO:0005515; GO:0003723; GO:0003676	protein binding; RNA binding; nucleic acid binding
WBGene00000247	bec-1	protein_coding	GO:0006914	autophagy
WBGene00000248	ben-1	protein_coding	GO:0007017; GO:0005874; GO:0003924; GO:0005525; GO:0005200	microtubule-based process; microtubule; GTPase activity; GTP binding; structural constituent of cytoskeleton
WBGene00000249	bir-1	protein_coding		
WBGene00000250	bir-2	protein_coding		
WBGene00000251	bli-1	protein_coding	GO:0042302	structural constituent of cuticle
WBGene00000252	bli-2	protein_coding	GO:0042302	structural constituent of cuticle
WBGene00000253	bli-3	protein_coding	GO:0005509; GO:0016491; GO:0020037; GO:0006979; GO:0004601	calcium ion binding; oxidoreductase activity; heme binding; response to oxidative stress; peroxidase activity
WBGene00000254	bli-4	protein_coding	GO:0006508; GO:0008236; GO:0004252	proteolysis; serine-type peptidase activity; serine-type endopeptidase activity
WBGene00000255	bli-5	protein_coding	GO:0004867	serine-type endopeptidase inhibitor activity
WBGene00000256	bli-6	protein_coding	GO:0042302	structural constituent of cuticle
WBGene00000257	bmk-1	protein_coding	GO:0005524; GO:0003777; GO:0008017; GO:0007018	ATP binding; microtubule motor activity; microtubule binding; microtubule-based movement
WBGene00000259	bpl-1	protein_coding	GO:0004077; GO:0036211	biotin-[acetyl-CoA-carboxylase] ligase activity; protein modification process
WBGene00000262	bra-1	protein_coding	GO:0003714; GO:0034243	transcription corepressor activity; regulation of transcription elongation by RNA polymerase II
WBGene00000263	F23H11.5	protein_coding	GO:0016020	membrane
WBGene00000264	brc-1	protein_coding	GO:0046872; GO:0006281; GO:0006974	metal ion binding; DNA repair; cellular response to DNA damage stimulus
WBGene00000265	brd-1	protein_coding	GO:0005515	protein binding
WBGene00000266	bre-1	protein_coding	GO:0008446; GO:0019673	GDP-mannose 4,6-dehydratase activity; GDP-mannose metabolic process
WBGene00000267	bre-2	protein_coding	GO:0016020; GO:0006486; GO:0016758	membrane; protein glycosylation; hexosyltransferase activity
WBGene00000268	bre-3	protein_coding	GO:0019187; 	beta-1,4-mannosyltransferase activity; 
WBGene00000269	bre-4	protein_coding	GO:0005975; GO:0016757	carbohydrate metabolic process; glycosyltransferase activity
WBGene00000270	bre-5	protein_coding	GO:0016020; GO:0006486; GO:0016758	membrane; protein glycosylation; hexosyltransferase activity
WBGene00000271	brf-1	protein_coding	GO:0006352; GO:0070897; GO:0017025	DNA-templated transcription initiation; transcription preinitiation complex assembly; TBP-class protein binding
WBGene00000272	bro-1	protein_coding	GO:0005634; GO:0003713	nucleus; transcription coactivator activity
WBGene00000273	brp-1	protein_coding		
WBGene00000274	btf-1	protein_coding	GO:0003677; GO:0005524; GO:0140658; GO:0016887; GO:0017025	DNA binding; ATP binding; ATP-dependent chromatin remodeler activity; ATP hydrolysis activity; TBP-class protein binding
WBGene00000275	bub-1	protein_coding	GO:0005524; GO:0006468; GO:0004672; GO:0007094	ATP binding; protein phosphorylation; protein kinase activity; mitotic spindle assembly checkpoint signaling
WBGene00000276	byn-1	protein_coding		
WBGene00000277	cab-1	protein_coding	GO:0016020	membrane
WBGene00000279	cah-1	protein_coding	GO:0008270; GO:0004089	zinc ion binding; carbonate dehydratase activity
WBGene00000280	cah-2	protein_coding	GO:0008270; GO:0004089	zinc ion binding; carbonate dehydratase activity
WBGene00000281	cah-3	protein_coding	GO:0008270; GO:0004089	zinc ion binding; carbonate dehydratase activity
WBGene00000282	cah-4	protein_coding	GO:0008270; GO:0004089	zinc ion binding; carbonate dehydratase activity
WBGene00000283	cah-5	protein_coding	GO:0008270; GO:0004089	zinc ion binding; carbonate dehydratase activity
WBGene00000284	cah-6	protein_coding	GO:0008270; GO:0004089	zinc ion binding; carbonate dehydratase activity
WBGene00000285	cal-1	protein_coding	GO:0005509	calcium ion binding
WBGene00000286	cal-2	protein_coding	GO:0005509	calcium ion binding
WBGene00000287	cal-3	protein_coding	GO:0005509	calcium ion binding
WBGene00000288	cal-4	protein_coding	GO:0005509	calcium ion binding
WBGene00000289	cam-1	protein_coding	GO:0005524; GO:0005515; GO:0006468; GO:0004672; GO:0004713; GO:0007169	ATP binding; protein binding; protein phosphorylation; protein kinase activity; protein tyrosine kinase activity; transmembrane receptor protein tyrosine kinase signaling pathway
WBGene00000292	cap-1	protein_coding	GO:0051016; GO:0008290	barbed-end actin filament capping; F-actin capping protein complex
WBGene00000293	cap-2	protein_coding	GO:0005737; GO:0051016; GO:0008290; GO:0003779; GO:0030036	cytoplasm; barbed-end actin filament capping; F-actin capping protein complex; actin binding; actin cytoskeleton organization
WBGene00000294	cas-1	protein_coding	GO:0003779; GO:0007010	actin binding; cytoskeleton organization
WBGene00000295	cat-1	protein_coding	GO:0022857; GO:0055085	transmembrane transporter activity; transmembrane transport
WBGene00000296	cat-2	protein_coding	GO:0004497; GO:0005506; GO:0009072; GO:0016714	monooxygenase activity; iron ion binding; aromatic amino acid metabolic process; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen
WBGene00000298	cat-4	protein_coding	GO:0003934; GO:0046654	GTP cyclohydrolase I activity; tetrahydrofolate biosynthetic process
WBGene00000301	cav-1	protein_coding	GO:0070836	caveola assembly
WBGene00000302	cav-2	protein_coding	GO:0070836	caveola assembly
WBGene00000308		tRNA	GO:0006412; GO:0030533	translation; triplet codon-amino acid adaptor activity
WBGene00000310		tRNA	GO:0006412; GO:0030533	translation; triplet codon-amino acid adaptor activity
WBGene00000311		tRNA	GO:0006412; GO:0030533	translation; triplet codon-amino acid adaptor activity
WBGene00000366	cbp-1	protein_coding	GO:0008270; GO:0006355; GO:0005515; GO:0004402; GO:0016573; GO:0003712	zinc ion binding; regulation of DNA-templated transcription; protein binding; histone acetyltransferase activity; histone acetylation; transcription coregulator activity
WBGene00000367	cca-1	protein_coding	GO:0016020; GO:0055085; GO:0005245; GO:0070588; GO:0005891; GO:0005216; GO:0006811; GO:0005886; GO:0005261	membrane; transmembrane transport; voltage-gated calcium channel activity; calcium ion transmembrane transport; voltage-gated calcium channel complex; monoatomic ion channel activity; monoatomic ion transport; plasma membrane; monoatomic cation channel activity
WBGene00000368	ccb-1	protein_coding	GO:0005515; GO:0005245; GO:0070588; GO:0005891	protein binding; voltage-gated calcium channel activity; calcium ion transmembrane transport; voltage-gated calcium channel complex
WBGene00000369	ccf-1	protein_coding	GO:0003676; GO:0030014; GO:0004535	nucleic acid binding; CCR4-NOT complex; poly(A)-specific ribonuclease activity
WBGene00000370	ccg-1	protein_coding		
WBGene00000371	cox-5B	protein_coding	GO:0005751; GO:0006123; GO:0005740	mitochondrial respiratory chain complex IV; mitochondrial electron transport, cytochrome c to oxygen; mitochondrial envelope
WBGene00000372	cyp-13A7	protein_coding	GO:0004497; GO:0020037; GO:0005506; GO:0016705	monooxygenase activity; heme binding; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
WBGene00000373	cyp-14A5	protein_coding	GO:0004497; GO:0020037; GO:0005506; GO:0016705	monooxygenase activity; heme binding; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
WBGene00000374		pseudogene		
WBGene00000375	cyp-44A1	protein_coding	GO:0004497; GO:0020037; GO:0005506; GO:0016705	monooxygenase activity; heme binding; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
WBGene00000376	ccr-4	protein_coding	GO:0005515; GO:0003824	protein binding; catalytic activity
WBGene00000377	cct-1	protein_coding	GO:0005524; GO:0006457; GO:0051082; GO:0016887; GO:0140662	ATP binding; protein folding; unfolded protein binding; ATP hydrolysis activity; ATP-dependent protein folding chaperone
WBGene00000378	cct-2	protein_coding	GO:0005524; GO:0006457; GO:0005829; GO:0051082; GO:0016887; GO:0005832; GO:0140662	ATP binding; protein folding; cytosol; unfolded protein binding; ATP hydrolysis activity; chaperonin-containing T-complex; ATP-dependent protein folding chaperone
WBGene00000379	cct-4	protein_coding	GO:0005524; GO:0006457; GO:0051082; GO:0016887; GO:0140662	ATP binding; protein folding; unfolded protein binding; ATP hydrolysis activity; ATP-dependent protein folding chaperone
WBGene00000380	cct-5	protein_coding	GO:0005524; GO:0006457; GO:0051082; GO:0016887; GO:0140662	ATP binding; protein folding; unfolded protein binding; ATP hydrolysis activity; ATP-dependent protein folding chaperone
WBGene00000381	cct-6	protein_coding	GO:0005524; GO:0006457; GO:0051082; GO:0016887; GO:0140662	ATP binding; protein folding; unfolded protein binding; ATP hydrolysis activity; ATP-dependent protein folding chaperone
WBGene00000382	cdc-6	protein_coding	GO:0005524; GO:0016887; GO:0006270; GO:0051301	ATP binding; ATP hydrolysis activity; DNA replication initiation; cell division
WBGene00000383	cdc-14	protein_coding	GO:0016791; GO:0006470; GO:0008138; GO:0016311	phosphatase activity; protein dephosphorylation; protein tyrosine/serine/threonine phosphatase activity; dephosphorylation
WBGene00000386	cdc-25.1	protein_coding	GO:0004725; GO:0006470; GO:1902751	protein tyrosine phosphatase activity; protein dephosphorylation; positive regulation of cell cycle G2/M phase transition
WBGene00000387	cdc-25.2	protein_coding	GO:0004725; GO:0006470; GO:1902751; 	protein tyrosine phosphatase activity; protein dephosphorylation; positive regulation of cell cycle G2/M phase transition; 
WBGene00000388	cdc-25.3	protein_coding	GO:0004725; GO:0006470; GO:1902751	protein tyrosine phosphatase activity; protein dephosphorylation; positive regulation of cell cycle G2/M phase transition
WBGene00000389	cdc-25.4	protein_coding	GO:0004725; GO:0006470; GO:1902751	protein tyrosine phosphatase activity; protein dephosphorylation; positive regulation of cell cycle G2/M phase transition
